260	250			Dec: V=Y V<MinV T=Y A=Y A>MaxA
270	260	Ang	TargetIdx=-1		4.26
270	260	Vel	Zero=-1 Min=0 Max=19	1		-1.87
270	260	Accel	Thrust=-3 (0)	1			-0.33	-0.03
270	260			Dec: V=Y V<MinV T=Y A=Y A>MaxA
280	270	Ang	TargetIdx=-1		4.25
280	270	Vel	Zero=2 Min=0 Max=100	1		-1.01
280	270	Accel	Thrust=-2 (0)	0			0.86	0.10
280	270			Inc: V=Y V<MinV T=Y A=N
290	280	Ang	TargetIdx=-1		4.24
290	280	Vel	Zero=-1 Min=0 Max=100	1		-1.04
290	280	Accel	Thrust=-3 (0)	1			-0.03	0.17
290	280			Inc: V=Y V<MinV T=Y A=Y A<MaxA
300	290	Ang	TargetIdx=-1		4.22
300	290	Vel	Zero=-1 Min=0 Max=19	1		-1.39
300	290	Accel	Thrust=-4 (0)	1			-0.36	0.16
300	290			Dec: V=Y V<MinV T=Y A=Y A>MaxA
310	300	Ang	TargetIdx=-1		4.21
310	300	Vel	Zero=-1 Min=0 Max=30	1		-1.61
310	300	Accel	Thrust=-3 (0)	1			-0.21	-0.20
310	300			Dec: V=Y V<MinV T=Y A=Y A>MaxA
320	310	Ang	TargetIdx=-1		4.19
320	310	Vel	Zero=11 Min=0 Max=100	1		-1.46
320	310	Accel	Thrust=-2 (0)	0			0.15	-0.14
320	310			Inc: V=Y V<MinV T=Y A=N
330	320	Ang	TargetIdx=-1		4.17
330	320	Vel	Zero=-1 Min=0 Max=15	1		-1.88
330	320	Accel	Thrust=-3 (0)	1			-0.42	-0.16
330	320			Dec: V=Y V<MinV T=Y A=Y A>MaxA
340	330	Ang	TargetIdx=-1		4.16
340	330	Vel	Zero=11 Min=0 Max=100	1		-1.72
340	330	Accel	Thrust=-2 (0)	0			0.17	-0.04
340	330			Inc: V=Y V<MinV T=Y A=N
350	340	Ang	TargetIdx=-1		4.13
350	340	Vel	Zero=-1 Min=0 Max=8	1		-2.47
350	340	Accel	Thrust=-3 (0)	1			-0.76	-0.34
350	340			Dec: V=Y V<MinV T=Y A=Y A>MaxA
360	350	Ang	TargetIdx=-1		4.11
360	350	Vel	Zero=4 Min=0 Max=100	1		-1.93
360	350	Accel	Thrust=-2 (0)	0			0.54	-0.02
360	350			Inc: V=Y V<MinV T=Y A=N
370	360	Ang	TargetIdx=-1		4.09
370	360	Vel	Zero=18 Min=0 Max=100	1		-1.82
370	360	Accel	Thrust=-3 (0)	0			0.11	-0.04
370	360			Inc: V=Y V<MinV T=Y A=N
380	370	Ang	TargetIdx=-1		4.07
380	370	Vel	Zero=-1 Min=0 Max=20	1		-2.12
380	370	Accel	Thrust=-4 (0)	1			-0.30	0.12
380	370			Dec: V=Y V<MinV T=Y A=Y A>MaxA
390	380	Ang	TargetIdx=-1		4.06
390	380	Vel	Zero=3 Min=0 Max=100	1		-1.53
390	380	Accel	Thrust=-3 (0)	0			0.59	0.13
390	380			Inc: V=Y V<MinV T=Y A=N
400	390	Ang	TargetIdx=-1		4.05
400	390	Vel	Zero=5 Min=0 Max=100	1		-1.23
400	390	Accel	Thrust=-4 (0)	0			0.31	0.20
400	390			Inc: V=Y V<MinV T=Y A=N
410	400	Ang	TargetIdx=-1		4.03
410	400	Vel	Zero=-1 Min=0 Max=12	1		-1.78
410	400	Accel	Thrust=-5 (0)	1			-0.55	0.11
410	400			Dec: V=Y V<MinV T=Y A=Y A>MaxA
420	410	Ang	TargetIdx=-1		4.01
420	410	Vel	Zero=6 Min=0 Max=100	1		-1.52
420	410	Accel	Thrust=-4 (0)	0			0.26	0.01
420	410			Inc: V=Y V<MinV T=Y A=N
430	420	Ang	TargetIdx=-1		4.00
430	420	Vel	Zero=49 Min=0 Max=100	1		-1.49
430	420	Accel	Thrust=-5 (0)	0			0.03	-0.09
430	420			Inc: V=Y V<MinV T=Y A=N
440	430	Ang	TargetIdx=-1		3.98
440	430	Vel	Zero=-1 Min=0 Max=65	1		-1.59
440	430	Accel	Thrust=-5 (0)	1			-0.10	0.06
440	430			Inc: V=Y V<MinV T=Y A=Y A<MaxA
450	440	Ang	TargetIdx=-1		3.96
450	440	Vel	Zero=-1 Min=0 Max=6	1		-2.52
450	440	Accel	Thrust=-5 (0)	1			-0.94	-0.34
450	440			Dec: V=Y V<MinV T=Y A=Y A>MaxA
460	450	Ang	TargetIdx=-1		3.93
460	450	Vel	Zero=11 Min=0 Max=100	1		-2.31
460	450	Accel	Thrust=-4 (0)	0			0.21	-0.27
460	450			Inc: V=Y V<MinV T=Y A=N
470	460	Ang	TargetIdx=-1		3.90
470	460	Vel	Zero=-1 Min=0 Max=6	1		-3.19
470	460	Accel	Thrust=-5 (0)	1			-0.88	-0.53
470	460			Dec: V=Y V<MinV T=Y A=Y A>MaxA
480	470	Ang	TargetIdx=-1		3.87
480	470	Vel	Zero=-1 Min=0 Max=11	1		-3.60
480	470	Accel	Thrust=-4 (0)	1			-0.41	-0.36
480	470			Dec: V=Y V<MinV T=Y A=Y A>MaxA
490	480	Ang	TargetIdx=-1		3.84
490	480	Vel	Zero=5 Min=0 Max=100	1		-2.97
490	480	Accel	Thrust=-3 (0)	0			0.63	-0.22
490	480			Inc: V=Y V<MinV T=Y A=N
500	490	Ang	TargetIdx=-1		3.80
500	490	Vel	Zero=-1 Min=0 Max=24	1		-3.18
500	490	Accel	Thrust=-4 (0)	1			-0.21	0.00
500	490			Dec: V=Y V<MinV T=Y A=Y A>MaxA
510	500	Ang	TargetIdx=-1		3.77
510	500	Vel	Zero=-1 Min=0 Max=28	1		-3.35
510	500	Accel	Thrust=-3 (0)	1			-0.17	0.08
510	500			Dec: V=Y V<MinV T=Y A=Y A>MaxA
520	510	Ang	TargetIdx=-1		3.74
520	510	Vel	Zero=5 Min=0 Max=100	1		-2.77
520	510	Accel	Thrust=-2 (0)	0			0.58	0.07
520	510			Inc: V=Y V<MinV T=Y A=N
530	520	Ang	TargetIdx=-1		3.72
530	520	Vel	Zero=18 Min=0 Max=100	1		-2.62
530	520	Accel	Thrust=-3 (0)	0			0.15	0.19
530	520			Inc: V=Y V<MinV T=Y A=N
540	530	Ang	TargetIdx=-1		3.69
540	530	Vel	Zero=-1 Min=0 Max=70	1		-2.69
540	530	Accel	Thrust=-4 (0)	1			-0.08	0.22
540	530			Inc: V=Y V<MinV T=Y A=Y A<MaxA
550	540	Ang	TargetIdx=-1		3.66
550	540	Vel	Zero=-1 Min=0 Max=11	1		-3.13
550	540	Accel	Thrust=-5 (0)	1			-0.44	-0.12
550	540			Dec: V=Y V<MinV T=Y A=Y A>MaxA
560	550	Ang	TargetIdx=-1		3.62
560	550	Vel	Zero=-1 Min=0 Max=5	1		-4.02
560	550	Accel	Thrust=-4 (0)	1			-0.89	-0.47
560	550			Dec: V=Y V<MinV T=Y A=Y A>MaxA
570	560	Ang	TargetIdx=-1		3.57
570	560	Vel	Zero=-1 Min=0 Max=7	1		-4.55
570	560	Accel	Thrust=-3 (0)	1			-0.53	-0.62
570	560			Dec: V=Y V<MinV T=Y A=Y A>MaxA
580	570	Ang	TargetIdx=-1		3.52
580	570	Vel	Zero=-1 Min=100 Max=6	1		-5.07
580	570	Accel	Thrust=-2 (0)	1			-0.52	-0.64
590	580	Ang	TargetIdx=-1		3.46
590	580	Vel	Zero=-1 Min=100 Max=4	1		-5.78
590	580	Accel	Thrust=-2 (0)	1			-0.72	-0.59
590	580			START BRAKE Thrust=0: V=Y MaxVFI<5 T=Y 
600	590	Ang	TargetIdx=-1		3.40
600	590	Vel	Zero=-1 Min=100 Max=4	1		-6.28
600	590	Accel	Thrust=0 (0)	1			-0.50	-0.58
600	590			BRAKE MORE: Dec V=Y MaxVFI<5 T=N MinVFI>=5
610	600	Ang	TargetIdx=-1		3.34
610	600	Vel	Zero=-1 Min=100 Max=32	1		-6.33
610	600	Accel	Thrust=1 (0)	1			-0.05	-0.42
620	610	Ang	TargetIdx=-1		3.27
620	610	Vel	Zero=-1 Min=100 Max=14	1		-6.45
620	610	Accel	Thrust=1 (0)	1			-0.11	-0.22
630	620	Ang	TargetIdx=-1		3.21
630	620	Vel	Zero=13 Min=3 Max=100	1		-5.97
630	620	Accel	Thrust=1 (0)	0			0.48	0.10
630	620			STOP BRAKE & THRUST T=-1: V=Y (A=N) T=N V>MinV but MinVFI<5
640	630	Ang	TargetIdx=-1		3.16
640	630	Vel	Zero=6 Min=1 Max=100	1		-5.07
640	630	Accel	Thrust=-1 (0)	0			0.89	0.42
640	630			MINV Inc: V=Y T=Y (A=N) V>MinV but MinVFI<5
650	640	Ang	TargetIdx=-1		3.11
650	640	Vel	Zero=30 Min=0 Max=100	1		-4.91
650	640	Accel	Thrust=-2 (0)	0			0.17	0.51
650	640			Inc: V=Y V<MinV T=Y A=N
660	650	Ang	TargetIdx=-1		3.06
660	650	Vel	Zero=-1 Min=100 Max=4	1		-5.63
660	650	Accel	Thrust=-3 (0)	1			-0.73	0.11
660	650			START BRAKE Thrust=0: V=Y MaxVFI<5 T=Y 
670	660	Ang	TargetIdx=-1		3.00
670	660	Vel	Zero=-1 Min=100 Max=6	1		-6.00
670	660	Accel	Thrust=0 (0)	1			-0.37	-0.31
680	670	Ang	TargetIdx=-1		2.95
680	670	Vel	Zero=4 Min=0 Max=100	1		-4.68
680	670	Accel	Thrust=0 (0)	0			1.31	0.07
680	670			STOP BRAKE & THRUST T=-1: V=Y V<MinV T=N A=N
690	680	Ang	TargetIdx=-1		2.91
690	680	Vel	Zero=7 Min=0 Max=100	1		-4.10
690	680	Accel	Thrust=-1 (0)	0			0.59	0.51
690	680			Inc: V=Y V<MinV T=Y A=N
700	690	Ang	TargetIdx=-1		2.87
700	690	Vel	Zero=-1 Min=0 Max=23	1		-4.26
700	690	Accel	Thrust=-2 (0)	1			-0.17	0.58
700	690			Dec: V=Y V<MinV T=Y A=Y A>MaxA
710	700	Ang	TargetIdx=-1		2.82
710	700	Vel	Zero=-1 Min=100 Max=4	1		-5.10
710	700	Accel	Thrust=-1 (0)	1			-0.84	-0.14
710	700			START BRAKE Thrust=0: V=Y MaxVFI<5 T=Y 
720	710	Ang	TargetIdx=-1		2.76
720	710	Vel	Zero=-1 Min=100 Max=8	1		-5.46
720	710	Accel	Thrust=0 (0)	1			-0.36	-0.46
730	720	Ang	TargetIdx=-1		2.71
730	720	Vel	Zero=-1 Min=100 Max=55	1		-5.51
730	720	Accel	Thrust=0 (0)	1			-0.05	-0.41
740	730	Ang	TargetIdx=-1		2.65
740	730	Vel	Zero=28 Min=2 Max=100	1		-5.32
740	730	Accel	Thrust=0 (0)	0			0.19	-0.07
740	730			STOP BRAKE & THRUST T=-1: V=Y (A=N) T=N V>MinV but MinVFI<5
750	740	Ang	TargetIdx=-1		2.60
750	740	Vel	Zero=-1 Min=100 Max=6	1		-5.75
750	740	Accel	Thrust=-1 (0)	1			-0.43	-0.09
760	750	Ang	TargetIdx=-1		2.54
760	750	Vel	Zero=-1 Min=97 Max=100	1		-5.74
760	750	Accel	Thrust=-1 (0)	0			0.01	-0.08
770	760	Ang	TargetIdx=-1		2.48
770	760	Vel	Zero=20 Min=2 Max=100	1		-5.46
770	760	Accel	Thrust=-1 (0)	0			0.28	-0.05
770	760			MINV Inc: V=Y T=Y (A=N) V>MinV but MinVFI<5
780	770	Ang	TargetIdx=-1		2.44
780	770	Vel	Zero=8 Min=0 Max=100	1		-4.84
780	770	Accel	Thrust=-2 (0)	0			0.62	0.30
780	770			Inc: V=Y V<MinV T=Y A=N
790	780	Ang	TargetIdx=-1		2.38
790	780	Vel	Zero=-1 Min=100 Max=5	1		-5.46
790	780	Accel	Thrust=-3 (0)	1			-0.63	0.09
800	790	Ang	TargetIdx=-1		2.32
800	790	Vel	Zero=-1 Min=100 Max=8	1		-5.78
800	790	Accel	Thrust=-3 (0)	1			-0.31	-0.11
810	800	Ang	TargetIdx=-1		2.26
810	800	Vel	Zero=-1 Min=100 Max=6	1		-6.11
810	800	Accel	Thrust=-3 (0)	1			-0.34	-0.42
820	810	Ang	TargetIdx=-1		2.20
820	810	Vel	Zero=-1 Min=100 Max=30	1		-6.17
820	810	Accel	Thrust=-3 (0)	1			-0.06	-0.24
830	820	Ang	TargetIdx=-1		2.14
830	820	Vel	Zero=-1 Min=100 Max=100	1		-6.17
830	820	Accel	Thrust=-3 (0)	0			0.00	-0.13
840	830	Ang	TargetIdx=-1		2.07
840	830	Vel	Zero=-1 Min=100 Max=3	1		-6.75
840	830	Accel	Thrust=-3 (0)	1			-0.58	-0.21
840	830			START BRAKE Thrust=0: V=Y MaxVFI<5 T=Y 
850	840	Ang	TargetIdx=-1		2.00
850	840	Vel	Zero=-1 Min=100 Max=5	1		-6.99
850	840	Accel	Thrust=0 (0)	1			-0.24	-0.27
860	850	Ang	TargetIdx=-1		1.93
860	850	Vel	Zero=33 Min=9 Max=100	1		-6.78
860	850	Accel	Thrust=0 (0)	0			0.21	-0.20
870	860	Ang	TargetIdx=-1		1.87
870	860	Vel	Zero=9 Min=2 Max=100	1		-6.08
870	860	Accel	Thrust=0 (0)	0			0.70	0.22
870	860			STOP BRAKE & THRUST T=-1: V=Y (A=N) T=N V>MinV but MinVFI<5
880	870	Ang	TargetIdx=-1		1.82
880	870	Vel	Zero=16 Min=3 Max=100	1		-5.72
880	870	Accel	Thrust=-1 (0)	0			0.36	0.42
880	870			MINV Inc: V=Y T=Y (A=N) V>MinV but MinVFI<5
890	880	Ang	TargetIdx=-1		1.75
890	880	Vel	Zero=-1 Min=100 Max=4	1		-6.18
890	880	Accel	Thrust=-2 (0)	1			-0.46	0.20
890	880			START BRAKE Thrust=0: V=Y MaxVFI<5 T=Y 
900	890	Ang	TargetIdx=-1		1.69
900	890	Vel	Zero=-1 Min=77 Max=100	1		-6.17
900	890	Accel	Thrust=0 (0)	0			0.02	-0.03
910	900	Ang	TargetIdx=-1		1.64
910	900	Vel	Zero=14 Min=2 Max=100	1		-5.74
910	900	Accel	Thrust=0 (0)	0			0.43	-0.01
910	900			STOP BRAKE & THRUST T=-1: V=Y (A=N) T=N V>MinV but MinVFI<5
920	910	Ang	TargetIdx=-1		1.58
920	910	Vel	Zero=-1 Min=96 Max=100	1		-5.73
920	910	Accel	Thrust=-1 (0)	0			0.01	0.15
930	920	Ang	TargetIdx=-1		1.52
930	920	Vel	Zero=18 Min=2 Max=100	1		-5.43
930	920	Accel	Thrust=-1 (0)	0			0.31	0.25
930	920			MINV Inc: V=Y T=Y (A=N) V>MinV but MinVFI<5
940	930	Ang	TargetIdx=-1		1.47
940	930	Vel	Zero=-1 Min=100 Max=30	1		-5.51
940	930	Accel	Thrust=-2 (0)	1			-0.08	0.08
950	940	Ang	TargetIdx=-1		1.42
950	940	Vel	Zero=8 Min=0 Max=100	1		-4.84
950	940	Accel	Thrust=-2 (0)	0			0.66	0.30
950	940			Inc: V=Y V<MinV T=Y A=N
960	950	Ang	TargetIdx=-1		1.37
960	950	Vel	Zero=19 Min=0 Max=100	1		-4.60
960	950	Accel	Thrust=-3 (0)	0			0.24	0.27
960	950			Inc: V=Y V<MinV T=Y A=N
970	960	Ang	TargetIdx=-1		1.33
970	960	Vel	Zero=10 Min=0 Max=100	1		-4.18
970	960	Accel	Thrust=-4 (0)	0			0.42	0.44
970	960			Inc: V=Y V<MinV T=Y A=N
980	970	Ang	TargetIdx=-1		1.28
980	970	Vel	Zero=-1 Min=0 Max=5	1		-4.84
980	970	Accel	Thrust=-5 (0)	1			-0.66	0.00
980	970			Dec: V=Y V<MinV T=Y A=Y A>MaxA
990	980	Ang	TargetIdx=-1		1.23
990	980	Vel	Zero=-1 Min=100 Max=6	1		-5.32
990	980	Accel	Thrust=-4 (0)	1			-0.47	-0.24
1000	990	Ang	TargetIdx=-1		1.17
1000	990	Vel	Zero=-1 Min=100 Max=3	1		-6.04
1000	990	Accel	Thrust=-4 (0)	1			-0.73	-0.62
1000	990			START BRAKE Thrust=0: V=Y MaxVFI<5 T=Y 
1010	1000	Ang	TargetIdx=-1		1.11
1010	1000	Vel	Zero=-1 Min=100 Max=12	1		-6.20
1010	1000	Accel	Thrust=0 (0)	1			-0.16	-0.45
1020	1010	Ang	TargetIdx=-1		1.05
1020	1010	Vel	Zero=7 Min=1 Max=100	1		-5.39
1020	1010	Accel	Thrust=0 (0)	0			0.82	-0.02
1020	1010			STOP BRAKE & THRUST T=-1: V=Y (A=N) T=N V>MinV but MinVFI<5
1030	1020	Ang	TargetIdx=-1		1.00
1030	1020	Vel	Zero=28 Min=2 Max=100	1		-5.20
1030	1020	Accel	Thrust=-1 (0)	0			0.19	0.28
1030	1020			MINV Inc: V=Y T=Y (A=N) V>MinV but MinVFI<5
1040	1030	Ang	TargetIdx=-1		0.95
1040	1030	Vel	Zero=-1 Min=100 Max=20	1		-5.33
1040	1030	Accel	Thrust=-2 (0)	1			-0.14	0.29
1050	1040	Ang	TargetIdx=-1		0.89
1050	1040	Vel	Zero=-1 Min=100 Max=38	1		-5.40
1050	1040	Accel	Thrust=-2 (0)	1			-0.07	-0.01
1060	1050	Ang	TargetIdx=-1		0.84
1060	1050	Vel	Zero=-1 Min=100 Max=26	1		-5.50
1060	1050	Accel	Thrust=-2 (0)	1			-0.10	-0.10
1070	1060	Ang	TargetIdx=-1		0.79
1070	1060	Vel	Zero=12 Min=1 Max=100	1		-5.05
1070	1060	Accel	Thrust=-2 (0)	0			0.45	0.09
1070	1060			MINV Inc: V=Y T=Y (A=N) V>MinV but MinVFI<5
1080	1070	Ang	TargetIdx=-1		0.74
1080	1070	Vel	Zero=20 Min=0 Max=100	1		-4.80
1080	1070	Accel	Thrust=-3 (0)	0			0.25	0.20
1080	1070			Inc: V=Y V<MinV T=Y A=N
1090	1080	Ang	TargetIdx=-1		0.70
1090	1080	Vel	Zero=17 Min=0 Max=100	1		-4.52
1090	1080	Accel	Thrust=-4 (0)	0			0.27	0.33
1090	1080			Inc: V=Y V<MinV T=Y A=N
1100	1090	Ang	TargetIdx=-1		0.65
1100	1090	Vel	Zero=28 Min=0 Max=100	1		-4.36
1100	1090	Accel	Thrust=-5 (0)	0			0.16	0.23
1100	1090			Inc: V=Y V<MinV T=Y A=N
1110	1100	Ang	TargetIdx=-1		0.60
1110	1100	Vel	Zero=-1 Min=100 Max=3	1		-5.28
1110	1100	Accel	Thrust=-5 (0)	1			-0.92	-0.16
1110	1100			START BRAKE Thrust=0: V=Y MaxVFI<5 T=Y 
1120	1110	Ang	TargetIdx=-1		0.53
1120	1110	Vel	Zero=-1 Min=100 Max=2	1		-6.60
1120	1110	Accel	Thrust=0 (0)	1			-1.32	-0.69
1120	1110			BRAKE MORE: Dec V=Y MaxVFI<5 T=N MinVFI>=5
1130	1120	Ang	TargetIdx=-1		0.47
1130	1120	Vel	Zero=-1 Min=100 Max=6	1		-6.81
1130	1120	Accel	Thrust=1 (0)	1			-0.21	-0.81
1140	1130	Ang	TargetIdx=-1		0.40
1140	1130	Vel	Zero=16 Min=4 Max=100	1		-6.40
1140	1130	Accel	Thrust=1 (0)	0			0.40	-0.37
1140	1130			STOP BRAKE & THRUST T=-1: V=Y (A=N) T=N V>MinV but MinVFI<5
1150	1140	Ang	TargetIdx=-1		0.33
1150	1140	Vel	Zero=-1 Min=100 Max=5	1		-6.72
1150	1140	Accel	Thrust=-1 (0)	1			-0.31	-0.04
1160	1150	Ang	TargetIdx=-1		0.27
1160	1150	Vel	Zero=-1 Min=100 Max=7	1		-6.89
1160	1150	Accel	Thrust=-1 (0)	1			-0.18	-0.03
1170	1160	Ang	TargetIdx=-1		0.20
1170	1160	Vel	Zero=-1 Min=35 Max=100	1		-6.84
1170	1160	Accel	Thrust=-1 (0)	0			0.05	-0.15
1180	1170	Ang	TargetIdx=-1		0.14
1180	1170	Vel	Zero=6 Min=1 Max=100	1		-5.70
1180	1170	Accel	Thrust=-1 (0)	0			1.14	0.34
1180	1170			MINV Inc: V=Y T=Y (A=N) V>MinV but MinVFI<5
1190	1180	Ang	TargetIdx=-1		0.09
1190	1180	Vel	Zero=10 Min=1 Max=100	1		-5.17
1190	1180	Accel	Thrust=-2 (0)	0			0.53	0.57
1190	1180			MINV Inc: V=Y T=Y (A=N) V>MinV but MinVFI<5
1200	1190	Ang	TargetIdx=-1		0.04
1200	1190	Vel	Zero=84 Min=2 Max=100	1		-5.11
1200	1190	Accel	Thrust=-3 (0)	0			0.06	0.58
1200	1190			MINV Inc: V=Y T=Y (A=N) V>MinV but MinVFI<5
1210	1200	Ang	TargetIdx=-1		-0.01
1210	1200	Vel	Zero=9 Min=0 Max=100	1		-4.60
1210	1200	Accel	Thrust=-4 (0)	0			0.51	0.37
1210	1200			Inc: V=Y V<MinV T=Y A=N
1220	1210	Ang	TargetIdx=-1		-0.06
1220	1210	Vel	Zero=-1 Min=0 Max=10	1		-4.91
1220	1210	Accel	Thrust=-5 (0)	1			-0.31	0.09
1220	1210			Dec: V=Y V<MinV T=Y A=Y A>MaxA
1230	1220	Ang	TargetIdx=-1		-0.11
1230	1220	Vel	Zero=-1 Min=100 Max=8	1		-5.27
1230	1220	Accel	Thrust=-4 (0)	1			-0.36	-0.05
1240	1230	Ang	TargetIdx=-1		-0.17
1240	1230	Vel	Zero=-1 Min=100 Max=3	1		-6.08
1240	1230	Accel	Thrust=-4 (0)	1			-0.81	-0.49
1240	1230			START BRAKE Thrust=0: V=Y MaxVFI<5 T=Y 
1250	1240	Ang	TargetIdx=100		-0.24
1250	1240	Vel	Zero=-1 Min=100 Max=2	1		-6.78
1250	1240	Accel	Thrust=0 (0)	1			-0.69	-0.62
1260	1250	Ang	TargetIdx=87		-0.32
