Time	Inst Time	Quantity	Trgt/ZrVl/Thr (WG)	Info/CrctDir	TargetAngle	CurrentAngle	Velocity	Accel	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
10	0			INITIAL THRUST=-1 Segment Left Lower Leg out of range	TargetAngle=-5.00 -3.00 -2.00
10	0			Segment Left Lower Leg out of range	TargetAngle=-5.00 -3.00 -2.00
360	350	Vel	Zero=-1 Min=100 Max=0	1			-8.81
360	350	Accel	Thrust=2 (0)	1				-0.61	-0.54
360	350			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
370	360	Ang	TargetIdx=56		(-5.0<-3.0<-2.0)	2.15
370	360	Vel	Zero=-1 Min=100 Max=0	1			-9.33
370	360	Accel	Thrust=3 (0)	1				-0.52	-0.54
370	360			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
380	370	Ang	TargetIdx=51		(-5.0<-3.0<-2.0)	2.05
380	370	Vel	Zero=-1 Min=100 Max=0	1			-10.08
380	370	Accel	Thrust=3 (0)	1				-0.75	-0.63
380	370			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
390	380	Ang	TargetIdx=50		(-5.0<-3.0<-2.0)	1.95
390	380	Vel	Zero=77 Min=39 Max=0	1			-9.95
390	380	Accel	Thrust=3 (0)	0				0.13	-0.38
400	390	Ang	TargetIdx=51		(-5.0<-3.0<-2.0)	1.85
400	390	Vel	Zero=32 Min=16 Max=0	1			-9.64
400	390	Accel	Thrust=3 (0)	0				0.31	-0.10
410	400	Ang	TargetIdx=53		(-5.0<-3.0<-2.0)	1.76
410	400	Vel	Zero=16 Min=8 Max=0	1			-9.06
410	400	Accel	Thrust=3 (0)	0				0.58	0.34
420	410	Ang	TargetIdx=51		(-5.0<-3.0<-2.0)	1.67
420	410	Vel	Zero=-1 Min=100 Max=0	1			-9.34
420	410	Accel	Thrust=3 (0)	1				-0.27	0.20
420	410			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
430	420	Ang	TargetIdx=51		(-5.0<-3.0<-2.0)	1.58
430	420	Vel	Zero=33 Min=15 Max=0	1			-9.06
430	420	Accel	Thrust=3 (0)	0				0.27	0.19
440	430	Ang	TargetIdx=49		(-5.0<-3.0<-2.0)	1.49
440	430	Vel	Zero=-1 Min=100 Max=0	1			-9.32
440	430	Accel	Thrust=3 (0)	1				-0.26	-0.09
440	430			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
450	440	Ang	TargetIdx=43		(-5.0<-3.0<-2.0)	1.38
450	440	Vel	Zero=-1 Min=100 Max=0	1			-10.37
450	440	Accel	Thrust=3 (0)	1				-1.05	-0.34
450	440			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
460	450	Ang	TargetIdx=41		(-5.0<-3.0<-2.0)	1.28
460	450	Vel	Zero=-1 Min=100 Max=0	1			-10.48
460	450	Accel	Thrust=3 (0)	1				-0.11	-0.47
460	450			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
470	460	Ang	TargetIdx=43		(-5.0<-3.0<-2.0)	1.18
470	460	Vel	Zero=17 Min=9 Max=0	1			-9.89
470	460	Accel	Thrust=3 (0)	0				0.59	-0.19
480	470	Ang	TargetIdx=44		(-5.0<-3.0<-2.0)	1.08
480	470	Vel	Zero=23 Min=11 Max=0	1			-9.47
480	470	Accel	Thrust=3 (0)	0				0.42	0.30
490	480	Ang	TargetIdx=44		(-5.0<-3.0<-2.0)	0.99
490	480	Vel	Zero=26 Min=12 Max=0	1			-9.12
490	480	Accel	Thrust=3 (0)	0				0.35	0.45
500	490	Ang	TargetIdx=46		(-5.0<-3.0<-2.0)	0.91
500	490	Vel	Zero=19 Min=8 Max=0	1			-8.66
500	490	Accel	Thrust=3 (0)	0				0.46	0.41
510	500	Ang	TargetIdx=46		(-5.0<-3.0<-2.0)	0.82
510	500	Vel	Zero=32 Min=13 Max=0	1			-8.39
510	500	Accel	Thrust=3 (0)	0				0.27	0.36
520	510	Ang	TargetIdx=47		(-5.0<-3.0<-2.0)	0.74
520	510	Vel	Zero=21 Min=8 Max=0	1			-8.01
520	510	Accel	Thrust=3 (0)	0				0.38	0.37
530	520	Ang	TargetIdx=47		(-5.0<-3.0<-2.0)	0.66
530	520	Vel	Zero=49 Min=18 Max=100	1			-7.85
530	520	Accel	Thrust=3 (0)	0				0.16	0.27
540	530	Ang	TargetIdx=47		(-5.0<-3.0<-2.0)	0.59
540	530	Vel	Zero=-1 Min=46 Max=100	1			-7.79
540	530	Accel	Thrust=3 (0)	0				0.06	0.20
550	540	Ang	TargetIdx=44		(-5.0<-3.0<-2.0)	0.51
550	540	Vel	Zero=-1 Min=100 Max=1	1			-7.99
550	540	Accel	Thrust=3 (0)	1				-0.21	0.01
550	540			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
560	550	Ang	TargetIdx=44		(-5.0<-3.0<-2.0)	0.43
560	550	Vel	Zero=47 Min=17 Max=100	1			-7.83
560	550	Accel	Thrust=3 (0)	0				0.17	0.01
570	560	Ang	TargetIdx=44		(-5.0<-3.0<-2.0)	0.35
570	560	Vel	Zero=68 Min=24 Max=100	1			-7.71
570	560	Accel	Thrust=3 (0)	0				0.11	0.03
580	570	Ang	TargetIdx=46		(-5.0<-3.0<-2.0)	0.28
580	570	Vel	Zero=17 Min=6 Max=100	1			-7.27
580	570	Accel	Thrust=3 (0)	0				0.44	0.24
590	580	Ang	TargetIdx=47		(-5.0<-3.0<-2.0)	0.21
590	580	Vel	Zero=20 Min=6 Max=100	1			-6.92
590	580	Accel	Thrust=3 (0)	0				0.35	0.30
600	590	Ang	TargetIdx=51		(-5.0<-3.0<-2.0)	0.15
600	590	Vel	Zero=10 Min=2 Max=100	1			-6.27
600	590	Accel	Thrust=3 (0)	0				0.65	0.48
600	590			Stop Brake T=0: will stop too soon Targ>5 MinVelInd<5 T=N
610	600	Ang	TargetIdx=59		(-5.0<-3.0<-2.0)	0.09
610	600	Vel	Zero=6 Min=1 Max=100	1			-5.31
610	600	Accel	Thrust=0 (0)	0				0.96	0.65
610	600			Inc: will stop too soon Targ>5 MinVelInd<5 
620	610	Ang	TargetIdx=59		(-5.0<-3.0<-2.0)	0.04
620	610	Vel	Zero=49 Min=2 Max=100	1			-5.20
620	610	Accel	Thrust=-1 (0)	0				0.11	0.57
620	610			Inc: will stop too soon Targ>5 MinVelInd<5 
630	620	Ang	TargetIdx=64		(-5.0<-3.0<-2.0)	-0.01
630	620	Vel	Zero=10 Min=0 Max=100	1			-4.68
630	620	Accel	Thrust=-2 (0)	0				0.52	0.53
630	620			Inc: will stop too soon Targ>5 MinVelInd<5 
640	630	Ang	TargetIdx=71		(-5.0<-3.0<-2.0)	-0.05
640	630	Vel	Zero=9 Min=0 Max=100	1			-4.18
640	630	Accel	Thrust=-3 (0)	0				0.50	0.38
640	630			Inc: will stop too soon Targ>5 MinVelInd<5 
650	640	Ang	TargetIdx=69		(-5.0<-3.0<-2.0)	-0.09
650	640	Vel	Zero=-1 Min=0 Max=71	1			-4.23
650	640	Accel	Thrust=-4 (0)	1				-0.05	0.32
660	650	Ang	TargetIdx=69		(-5.0<-3.0<-2.0)	-0.13
660	650	Vel	Zero=61 Min=0 Max=100	1			-4.16
660	650	Accel	Thrust=-4 (0)	0				0.07	0.17
660	650			Inc: will stop too soon Targ>5 MinVelInd<5 
670	660	Ang	TargetIdx=66		(-5.0<-3.0<-2.0)	-0.17
670	660	Vel	Zero=-1 Min=0 Max=21	1			-4.34
670	660	Accel	Thrust=-4 (0)	1				-0.18	-0.05
670	660			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
680	670	Ang	TargetIdx=61		(-5.0<-3.0<-2.0)	-0.22
680	670	Vel	Zero=-1 Min=0 Max=14	1			-4.60
680	670	Accel	Thrust=-3 (0)	1				-0.26	-0.12
680	670			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
690	680	Ang	TargetIdx=57		(-5.0<-3.0<-2.0)	-0.27
690	680	Vel	Zero=-1 Min=0 Max=15	1			-4.82
690	680	Accel	Thrust=-2 (0)	1				-0.22	-0.22
690	680			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
700	690	Ang	TargetIdx=54		(-5.0<-3.0<-2.0)	-0.32
700	690	Vel	Zero=-1 Min=0 Max=20	1			-4.97
700	690	Accel	Thrust=-1 (0)	1				-0.15	-0.21
700	690			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
710	700	Ang	TargetIdx=53		(-5.0<-3.0<-2.0)	-0.37
710	700	Vel	Zero=-1 Min=0 Max=100	1			-4.99
710	700	Accel	Thrust=0 (0)	1				-0.02	-0.13
720	710	Ang	TargetIdx=53		(-5.0<-3.0<-2.0)	-0.42
720	710	Vel	Zero=50 Min=0 Max=100	1			-4.89
720	710	Accel	Thrust=0 (0)	0				0.10	-0.02
730	720	Ang	TargetIdx=59		(-5.0<-3.0<-2.0)	-0.46
730	720	Vel	Zero=9 Min=0 Max=100	1			-4.36
730	720	Accel	Thrust=0 (0)	0				0.53	0.20
730	720			Inc: will stop too soon Targ>5 MinVelInd<5 
740	730	Ang	TargetIdx=79		(-5.0<-3.0<-2.0)	-0.49
740	730	Vel	Zero=3 Min=0 Max=100	1			-3.21
740	730	Accel	Thrust=-1 (0)	0				1.15	0.59
740	730			Inc: will stop too soon Targ>5 MinVelInd<5 
750	740	Ang	TargetIdx=82		(-5.0<-3.0<-2.0)	-0.52
750	740	Vel	Zero=21 Min=0 Max=100	1			-3.06
750	740	Accel	Thrust=-2 (0)	0				0.15	0.61
750	740			Inc: will stop too soon Targ>5 MinVelInd<5 
760	750	Ang	TargetIdx=86		(-5.0<-3.0<-2.0)	-0.55
760	750	Vel	Zero=16 Min=0 Max=100	1			-2.86
760	750	Accel	Thrust=-3 (0)	0				0.19	0.50
760	750			Inc: will stop too soon Targ>5 MinVelInd<5 
770	760	Ang	TargetIdx=91		(-5.0<-3.0<-2.0)	-0.58
770	760	Vel	Zero=15 Min=0 Max=100	1			-2.68
770	760	Accel	Thrust=-4 (0)	0				0.18	0.18
770	760			Inc: will stop too soon Targ>5 MinVelInd<5 
780	770	Ang	TargetIdx=86		(-5.0<-3.0<-2.0)	-0.61
780	770	Vel	Zero=-1 Min=0 Max=40	1			-2.81
780	770	Accel	Thrust=-4 (0)	1				-0.13	0.08
780	770			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
790	780	Ang	TargetIdx=94		(-5.0<-3.0<-2.0)	-0.63
790	780	Vel	Zero=9 Min=0 Max=100	1			-2.52
790	780	Accel	Thrust=-3 (0)	0				0.29	0.11
790	780			Inc: will stop too soon Targ>5 MinVelInd<5 
800	790	Ang	TargetIdx=78		(-5.0<-3.0<-2.0)	-0.66
800	790	Vel	Zero=-1 Min=0 Max=11	1			-3.00
800	790	Accel	Thrust=-4 (0)	1				-0.48	-0.11
800	790			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
810	800	Ang	TargetIdx=69		(-5.0<-3.0<-2.0)	-0.70
810	800	Vel	Zero=-1 Min=0 Max=14	1			-3.35
810	800	Accel	Thrust=-3 (0)	1				-0.35	-0.18
810	800			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
820	810	Ang	TargetIdx=59		(-5.0<-3.0<-2.0)	-0.74
820	810	Vel	Zero=-1 Min=0 Max=8	1			-3.89
820	810	Accel	Thrust=-2 (0)	1				-0.53	-0.46
820	810			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
830	820	Ang	TargetIdx=47		(-5.0<-3.0<-2.0)	-0.78
830	820	Vel	Zero=-1 Min=0 Max=4	1			-4.82
830	820	Accel	Thrust=-1 (0)	1				-0.93	-0.61
830	820			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
840	830	Ang	TargetIdx=41		(-5.0<-3.0<-2.0)	-0.84
840	830	Vel	Zero=-1 Min=100 Max=6	1			-5.28
840	830	Accel	Thrust=0 (0)	1				-0.47	-0.64
840	830			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
850	840	Ang	TargetIdx=36		(-5.0<-3.0<-2.0)	-0.90
850	840	Vel	Zero=-1 Min=100 Max=3	1			-6.01
850	840	Accel	Thrust=1 (0)	1				-0.73	-0.71
850	840			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
860	850	Ang	TargetIdx=35		(-5.0<-3.0<-2.0)	-0.96
860	850	Vel	Zero=-1 Min=33 Max=100	1			-5.98
860	850	Accel	Thrust=2 (0)	0				0.03	-0.39
870	860	Ang	TargetIdx=35		(-5.0<-3.0<-2.0)	-1.01
870	860	Vel	Zero=21 Min=3 Max=100	1			-5.70
870	860	Accel	Thrust=2 (0)	0				0.28	-0.14
870	860			Stop Brake T=0: will stop too soon Targ>5 MinVelInd<5 T=N
880	870	Ang	TargetIdx=37		(-5.0<-3.0<-2.0)	-1.07
880	870	Vel	Zero=14 Min=1 Max=100	1			-5.32
880	870	Accel	Thrust=0 (0)	0				0.38	0.23
880	870			Inc: will stop too soon Targ>5 MinVelInd<5 
890	880	Ang	TargetIdx=37		(-5.0<-3.0<-2.0)	-1.12
890	880	Vel	Zero=31 Min=1 Max=100	1			-5.15
890	880	Accel	Thrust=-1 (0)	0				0.17	0.28
890	880			Inc: will stop too soon Targ>5 MinVelInd<5 
900	890	Ang	TargetIdx=36		(-5.0<-3.0<-2.0)	-1.17
900	890	Vel	Zero=-1 Min=3 Max=100	1			-5.10
900	890	Accel	Thrust=-2 (0)	0				0.05	0.20
910	900	Ang	TargetIdx=33		(-5.0<-3.0<-2.0)	-1.22
910	900	Vel	Zero=-1 Min=100 Max=8	1			-5.44
910	900	Accel	Thrust=-2 (0)	1				-0.34	-0.04
910	900			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
920	910	Ang	TargetIdx=29		(-5.0<-3.0<-2.0)	-1.28
920	910	Vel	Zero=-1 Min=100 Max=3	1			-6.11
920	910	Accel	Thrust=-1 (0)	1				-0.66	-0.32
920	910			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=1
930	920	Ang	TargetIdx=26		(-5.0<-3.0<-2.0)	-1.35
930	920	Vel	Zero=-1 Min=100 Max=6	1			-6.38
930	920	Accel	Thrust=0 (0)	1				-0.27	-0.43
930	920			Dec: Targ<25 Zero>28 V=Y A=Y V>Min Need=-1 T=0
940	930	Ang	TargetIdx=24		(-5.0<-3.0<-2.0)	-1.42
940	930	Vel	Zero=-1 Min=100 Max=3	1			-6.83
940	930	Accel	Thrust=1 (0)	1				-0.44	-0.46
950	940	Ang	TargetIdx=21		(-5.0<-3.0<-2.0)	-1.49
950	940	Vel	Zero=-1 Min=100 Max=3	1			-7.21
950	940	Accel	Thrust=1 (0)	1				-0.38	-0.37
960	950	Ang	TargetIdx=20		(-5.0<-3.0<-2.0)	-1.56
960	950	Vel	Zero=-1 Min=100 Max=100	1			-7.21
960	950	Accel	Thrust=1 (0)	0				0.00	-0.27
970	960	Ang	TargetIdx=19		(-5.0<-3.0<-2.0)	-1.63
970	960	Vel	Zero=-1 Min=100 Max=17	1			-7.25
970	960	Accel	Thrust=1 (0)	1				-0.05	-0.14
980	970	Ang	TargetIdx=18		(-5.0<-3.0<-2.0)	-1.70
980	970	Vel	Zero=-1 Min=42 Max=100	1			-7.20
980	970	Accel	Thrust=1 (0)	0				0.05	0.00
990	980	Ang	TargetIdx=17		(-5.0<-3.0<-2.0)	-1.78
990	980	Vel	Zero=-1 Min=100 Max=34	1			-7.22
990	980	Accel	Thrust=1 (0)	1				-0.02	-0.01
1000	990	Ang	TargetIdx=16		(-5.0<-3.0<-2.0)	-1.85
1000	990	Vel	Zero=-1 Min=100 Max=3	1			-7.47
1000	990	Accel	Thrust=1 (0)	1				-0.24	-0.07
1010	1000	Ang	TargetIdx=14		(-5.0<-3.0<-2.0)	-1.93
1010	1000	Vel	Zero=-1 Min=100 Max=2	1			-7.73
1010	1000	Accel	Thrust=1 (0)	1				-0.26	-0.18
1020	1010			Angle 0 in range1 'Left Lower Leg Z' 'Left Ankle Motor' -2.01 (-5.00<-3.00<-2.00
1020	1010			Angle 1 in range1 'Left Upper Leg Z' 'Left Ankle Motor' -2.35 (-5.00<-3.00<-2.00
1020	1010			Changing Left Ankle Motor from Accel[0] (Left Lower Leg Z -3.0 -5.0 -2.0) to Accel[1] (Left Upper Leg Z -3.0 -5.0 -2.0)
